2012	18	1175.78539361
2012	113	17.9208836494
2015	123	5.69751769854
2011	112	46.3463508439
2009	13	415.314299212
2012	111	16.5467397676
2007	50	14.0532859736
2011	22	80.7971494944
2015	1	501.487027415
2010	79	33.7806644625
2014	108	44.748542702
2009	70	32.6663712268
2010	105	16.5776258315
2007	67	24.358527696
2015	94	37.4194091208
2013	111	17.6847847406
2009	104	13.9085983076
2006	109	16.6799945311
2011	79	36.2359951574
2014	73	31.4469052164
2011	44	72.5763338129
2013	88	53.155342771
2011	101	13.7857894924
2007	102	18.6193574833
2012	70	27.919144703
2009	81	29.1191483646
2012	43	21.9404001392
2010	122	6.73077967308
2009	50	14.0252114422
2013	41	21.0886387487
2009	123	5.01423408481
2015	77	51.6255927897
2015	34	47.8614709733
2012	13	507.253122385
2014	115	66.0295290631
2013	18	1260.54066123
2009	61	25.6436070519
2007	34	34.4591590375
2014	13	576.269236878
2011	6	293.225371808
2015	17	1100.48037943
2006	42	30.3392487533
2009	24	171.045687971
2006	48	26.8920120426
2013	101	14.1611612359
2010	28	118.683062799
2010	6	266.175561646
2015	110	45.5481438267
2006	123	3.51807570908
2012	108	38.8386977732
2007	120	7.40877963079
2013	72	26.7370881517
2007	49	23.0480591109
2011	90	38.806136457
2009	107	21.2318628124
2015	50	16.9649757797
2012	61	28.1847074719
2015	20	525.744189462
2010	106	10.782753357
2009	34	35.5290431326
2011	43	21.8085060767
2013	60	25.0622986624
2007	101	12.2201321859
2014	32	92.3905851112
2006	110	22.7347016183
2012	50	14.8642910829
2012	40	38.4093518041
2007	52	39.1165461091
2009	45	6.7605715147
2007	18	947.491839714
2015	33	174.873543901
2010	111	16.1807012419
2012	23	126.777601961
2009	102	18.6939925581
2006	77	25.264393086
2014	14	1487.89909382
2013	94	29.7534283717
2011	111	16.6869184606
2014	105	23.1179084211
2007	33	93.6974816374
2007	104	12.9822244581
2013	120	9.17888907992
2011	5	312.112992275
2006	107	19.6949223652
2007	70	31.0846382613
2014	71	52.8009426256
2012	102	21.3484044799
2011	84	160.592425869
2015	71	56.980425067
2012	75	5.030342407
2015	109	27.3932839075
2012	45	6.86324401045
2010	112	42.5307503072
2009	113	12.0001397063
2013	81	33.9609380229
2014	90	45.2309894032
2013	50	15.7120402246
2009	76	27.156689999
2013	75	18.8263390641
2006	100	6.19352470215
2013	44	78.3833388848
2010	43	20.2352368398
2014	48	31.2133967715
2006	94	15.4123449999
2012	34	41.5747226575
2015	49	32.9482462015
2015	43	24.2789864169
2014	45	7.59132434055
2012	88	51.5964838162
2015	14	1561.63119172
2012	7	120.045789855
2013	63	10.792359505
2010	60	21.8207615009
2013	5	370.394208054
2010	17	845.327714465
2013	104	14.5955156429
2007	17	798.861297243
2006	61	20.3015483512
2014	30	62.8827196447
2013	78	34.7170692181
2014	121	8.43062569783
2007	88	37.5236227298
2015	52	64.1997200486
2011	122	7.05139017984
2012	20	440.550628582
2011	68	21.5596816453
2012	123	5.2458081388
2006	84	110.194690466
2007	69	12.058832342
2006	78	28.5105009732
2009	90	35.3332930102
2010	69	13.2529561363
2014	106	13.5265440955
2013	34	42.61256387
2007	111	13.1864649405
2013	123	5.35656100302
2011	48	26.49713689
2006	113	10.686739568
2011	83	23.6722630378
2014	61	29.5157993436
2012	72	25.6820655866
2007	20	146.642386045
2011	73	26.107611833
2007	114	31.254151813
2015	112	58.8538293968
2009	6	256.78421631
2010	44	72.2419394447
2009	79	33.6704695352
2015	30	69.3766015118
2013	47	16.3245084044
2012	25	46.3445602782
2009	40	39.399569038
2010	1	357.072461543
2006	45	5.80868701665
2014	46	56.7429473743
2007	43	19.4801050724
2007	72	17.0730519195
2013	24	218.805022667
2007	1	342.974358527
2006	75	12.7390671411
2014	103	34.1312944409
2015	103	36.7776949026
2012	107	25.1718296966
2011	106	11.1948847011
2015	13	621.617001057
2012	77	42.5586597938
2009	17	867.989827306
2013	113	18.7124026751
2014	122	6.6495981988
2015	90	49.1001320811
2013	107	25.7161146735
2006	68	16.0427126463
2010	75	16.430098976
2009	108	33.1630305901
2006	62	19.4287899406
2010	18	1049.69478152
2011	32	75.0991768253
2013	84	169.592679749
2014	43	23.1859175201
2012	66	34.5135700527
2011	67	26.6726679363
2014	77	49.3636890186
2012	120	8.32181309018
2015	46	60.0528356035
2010	70	32.9513036733
2012	9	211.825483429
2015	73	33.6862298045
2007	113	11.6638038144
2010	23	112.75007488
2014	20	483.492626257
2006	114	24.520029357
2010	49	24.5002479674
2014	62	31.6713204124
2013	110	39.8109430504
2011	63	21.3221529395
2011	26	147.250536686
2009	43	19.9840657155
2012	30	58.9417564966
2007	62	23.5562889914
2012	52	55.1579801155
2011	100	14.3091419478
2009	1	344.169603485
2010	24	171.88471063
2010	123	4.92765190438
2006	52	34.5103172468
2006	46	38.6139110619
2015	76	33.9663613805
2010	101	13.3880358123
2007	79	32.0414002838
2009	28	121.648077675
2009	122	6.28227391831
2015	106	14.2752795473
2012	114	38.084490599
2006	81	23.1263731168
2011	115	58.2324220329
2012	104	14.0894163609
2013	68	22.9265113248
2011	105	18.0149495583
2009	69	12.8535961516
2015	62	34.9277433486
2010	76	27.4295649074
2011	94	25.4290100473
2009	111	16.0258453525
2010	33	126.459392469
2014	78	38.132807634
2013	30	57.1898731834
2011	47	15.0750186802
2010	7	101.406863075
2006	43	16.8240252313
2014	1	475.988034764
2007	48	33.360540738
2015	7	138.089397318
2007	46	47.3381380799
2011	10	286.83210044
2015	45	8.4010446451
2012	14	1263.81937205
2012	109	23.4631456437
2011	20	257.942389202
2009	49	23.7900274165
2009	106	13.0996187344
2013	17	985.634528381
2015	122	7.0337819794
2010	107	24.1186114945
2014	112	52.8316719489
2012	19	622.066713513
2010	50	13.6287077858
2007	100	7.45026845471
2007	61	23.5432295885
2011	25	34.1606960951
2006	111	11.8726100721
2007	66	28.0193761756
2014	75	20.1473798822
2013	90	43.9264416813
2014	109	25.4696964244
2011	78	45.265695587
2015	105	15.7870792445
2012	41	19.5124767698
2015	67	34.0992262856
2012	71	46.2583570897
2010	102	19.5471499077
2015	32	105.179136569
2013	71	49.3240654477
2006	120	6.44642431912
2013	40	40.8015744574
2007	81	28.2557432062
2014	52	62.325690248
2010	81	29.4107640744
2014	94	31.9800798079
2013	14	1373.34421163
2007	123	3.84797127108
2007	30	43.5953216761
2015	61	32.2505063755
2012	62	28.1106033113
2014	17	1028.89545077
2012	84	154.575281983
2007	32	67.2639207844
2015	23	167.648765976
2009	33	123.663174548
2009	26	130.447375592
2010	34	36.0872775671
2015	108	49.9742400219
2013	1	441.844998245
2009	60	21.8701265641
2015	10	346.575144729
2007	45	6.59770158837
2006	49	20.1313282294
2011	19	618.795427593
2007	84	125.597002822
2013	100	14.4410593427
2011	9	220.725979725
2011	88	51.1787040938
2009	101	13.3442797362
2015	121	8.92559301116
2015	48	32.6689850406
2015	83	30.3513805035
2010	108	33.2461481874
2006	66	23.1597220858
2009	94	24.5252352581
2014	110	42.5109589259
2013	62	30.0754785867
2007	107	20.1656015705
2006	104	10.6856522499
2014	68	24.2662678221
2014	33	170.919322563
2012	68	21.9561896083
2011	52	55.6693554065
2007	14	925.147646666
2011	77	41.3298403258
2011	42	36.8197708475
2012	46	49.9727184599
2009	10	234.540409374
2013	49	28.0563306107
2009	83	21.8666678265
2015	26	194.047572482
2013	43	23.8630781149
2010	40	38.8495915692
2009	44	68.6521078973
2007	68	18.3015194619
2013	20	454.901239793
2006	79	25.0123283132
2014	107	28.2253347251
2010	13	434.495730207
2014	18	1319.55664942
2013	122	6.9718827867
2011	110	36.8943293659
2015	9	322.774318856
2009	63	19.2201456529
2012	73	26.4000940391
2011	72	25.8061039971
2012	103	30.357643306
2009	112	40.7546420335
2013	103	32.3055003086
2006	88	32.9553170513
2014	84	175.069539089
2015	70	47.0157324937
2006	50	11.8547671364
2009	78	27.729726413
2013	77	46.2474254787
2010	113	12.2975588579
2013	46	52.8913952091
2010	30	51.8153097794
2011	71	44.4817127785
2014	49	29.8593911201
2014	47	17.0999197261
2012	94	25.690000873
2006	101	10.5804698365
2012	5	365.40082583
2010	88	48.3970044908
2010	66	32.6246678564
2013	33	136.729749898
2009	67	25.3840855744
2015	42	41.1531574926
2014	123	5.36497941492
2011	41	19.4904005475
2010	19	561.98786057
2010	61	25.3923982267
2014	34	44.5969539944
2013	106	13.1886466676
2007	23	107.07291572
2007	13	365.407939969
2006	63	4.87306158176
2014	24	233.23371985
2015	115	68.7467411767
2012	48	27.1556303769
2011	120	8.22835357137
2009	5	271.382358009
2015	25	39.2674265132
2011	30	58.7533429802
2009	47	14.3229500324
2012	26	143.30713157
2010	14	1097.44797288
2015	72	29.7206367474
2007	75	14.6571494735
2013	23	142.016574764
2006	72	14.2017143239
2010	71	42.3982859024
2014	100	13.7172360463
2012	100	15.0894379692
2007	112	38.9784718797
2011	109	23.3514902855
2006	115	24.7779336105
2007	110	27.077493038
2014	63	11.0058274679
2012	78	56.1920726937
2009	42	34.6608369292
2015	28	157.349415158
2009	115	55.8741650934
2015	69	15.1976850966
2010	72	25.1529119126
2009	73	24.6058645205
2012	83	24.0347536554
2010	114	34.1590786951
2013	83	26.7096296489
2013	52	58.8451041693
2006	47	11.7159580205
2014	40	43.8704110738
2006	102	15.7576108414
2010	45	6.66587066873
2014	50	16.5929046085
2013	26	154.073765098
2007	7	94.657424072
2007	42	36.0507531521
2011	14	1219.12641371
2015	41	24.4822817438
2012	10	291.320380825
2012	105	19.2708126429
2014	5	400.147415598
2012	32	78.1869718487
2011	104	14.3395144677
2015	102	25.5904695972
2013	7	122.997315805
2010	20	183.382529496
2010	62	25.7608292905
2015	88	58.5670985236
2013	109	25.4337128678
2009	110	35.5464102447
2007	94	20.3518898285
2014	79	42.2151321308
2006	69	10.6377531755
2011	103	30.0065660822
2014	81	35.5528898385
2013	112	50.5309662405
2015	44	87.7711738612
2010	120	7.77552867397
2011	66	34.0372312
2015	79	45.4674352342
2012	67	27.5562829017
2007	109	19.4444360779
2014	66	39.5670724734
2013	10	308.251251063
2009	84	147.242062112
2013	67	29.8746380938
2007	26	117.323163205
2011	24	190.461674917
2015	19	734.131337134
2007	60	21.378788488
2011	81	31.4078723408
2011	62	27.7051332228
2010	103	27.5808435561
2015	104	16.2464483724
2010	46	46.2622981127
2009	30	50.1277910974
2006	40	34.321601243
2013	70	40.9352299989
2011	23	128.001625001
2011	13	484.781764563
2006	83	16.3713992076
2007	78	22.5317794991
2012	110	38.0880215138
2007	41	20.9349415774
2010	25	39.0473710854
2014	6	332.26390938
2015	60	26.8841251655
2009	19	545.656980978
2011	114	36.4944648663
2015	101	14.8236690211
2010	104	14.567061548
2009	105	11.9500419448
2012	115	59.1144151581
2009	68	20.6655734121
2013	115	62.9984968052
2006	108	24.7021531034
2014	72	27.2948002733
2006	70	26.7027731969
2010	77	37.3372486245
2007	103	24.9665611676
2007	44	48.5046586839
2012	42	36.6329220403
2007	10	207.750663138
2011	46	50.4935014022
2015	6	363.58256429
2012	17	938.297136845
2010	52	52.917888947
2009	48	24.3775719716
2010	94	25.2171761191
2009	14	1074.21882449
2013	13	530.591367634
2015	120	10.5020473162
2006	67	20.0038182482
2014	111	18.5654585013
2010	9	184.807164637
2014	22	85.0793932769
2011	7	116.236059845
2014	113	19.9138022403
2007	25	44.0088831703
2011	61	27.257361405
2012	69	16.0628445615
2012	28	122.150998314
2011	76	28.3909429586
2015	111	21.5828606793
2009	25	42.819403047
2010	26	140.422475544
2013	73	28.6536912537
2013	42	38.0857673046
2015	66	42.3137080508
2007	77	34.3124580496
2010	83	21.9947807141
2014	88	56.0619869786
2012	112	47.5239240091
2007	28	99.1586485079
2011	113	15.5235667217
2007	122	5.56410241931
2014	19	680.730719066
2012	90	40.4942661844
2012	63	20.0992271431
2010	78	27.9122024843
2009	62	24.3352708021
2013	61	29.5059603876
2009	32	63.5245046562
2009	71	40.9254063142
2015	22	87.6317750752
2012	1	419.329371641
2011	45	6.95978022817
2014	28	142.457484603
2007	9	168.009402489
2013	102	23.5950656202
2007	19	501.968508532
2011	18	1109.76586062
2015	5	389.93702222
2012	22	80.7971494944
2009	9	179.283735317
2009	100	14.1108383028
2013	19	637.622147034
2006	76	15.9165003396
2010	67	25.7133087449
2014	104	15.1477829771
2010	10	254.251402131
2009	66	31.9622851944
2013	121	8.01544900925
2010	109	20.8312651882
2014	114	41.9564706247
2007	71	38.0601627385
2011	40	39.7976965408
2006	105	9.7585097279
2011	75	17.78815247
2007	106	9.84694118321
2014	69	15.1532387058
2012	49	25.2150529712
2010	84	151.985890359
2009	77	38.7685698884
2012	47	15.438848668
2009	46	46.1060063281
2013	45	6.98417320396
2015	24	251.556156645
2013	22	80.7971494944
2014	44	83.1802558074
2006	122	5.11766596204
2013	48	29.5989932748
2010	41	19.6342229933
2012	101	13.6913706831
2014	9	294.299644856
2012	60	25.1435358037
2011	108	36.058578475
2012	6	303.330642018
2009	114	33.4809211906
2013	105	20.4884709435
2015	68	26.215014759
2009	20	175.1304432
2006	60	18.7453374713
2010	115	56.3154910943
2014	120	9.89197988354
2011	123	5.0034039513
2013	76	30.981038935
2011	17	924.140310402
2006	103	21.1046699329
2007	90	32.1070943102
2012	122	7.07312079981
2015	75	20.0285534157
2010	110	36.435765761
2015	40	45.2198797604
2011	70	27.5208158472
2015	81	37.5733674109
2012	33	113.556767057
2010	68	20.7125531952
2009	103	26.4906880125
2013	6	313.765272531
2007	115	26.9180149352
2009	88	47.711572296
2006	112	35.6865790754
2013	32	84.1619395229
2007	105	11.3344773035
2010	63	18.8629411025
2014	60	24.2871903704
2006	106	8.45872508272
2014	70	43.472803219
2011	50	14.6504943256
2012	44	73.3042638476
2011	28	119.834259004
2009	41	18.9188764628
2014	25	36.6378431906
2015	84	193.769176861
2006	44	40.1166756185
2013	25	33.3815840995
2015	114	44.9038273729
2010	42	33.6292933773
2011	1	462.120752182
2014	67	31.4909540244
2012	106	12.5432478559
2006	73	19.7312426511
2014	10	329.965360515
2013	66	37.5159536038
2011	107	25.2774380672
2014	101	13.675154179
2007	108	30.9396288183
2009	109	21.4810604149
2012	79	36.9314233687
2012	81	31.7408959714
2009	23	107.060076968
2010	47	14.4706284006
2014	76	31.274415224
2006	90	23.3905132465
2010	73	24.7010354024
2009	72	23.5179809564
2013	79	40.4248009312
2014	41	22.8246329627
2007	40	41.5243386068
2015	47	18.1986753403
2011	69	14.8524239143
2011	34	39.7741004841
2014	7	124.423017382
2007	6	232.572858836
2010	90	35.9218443763
2009	18	1071.43007914
2013	9	247.89051184
2015	100	14.2573253858
2009	52	54.4695715918
2010	48	24.6922268279
2014	26	169.924787407
2013	114	40.4389791345
2011	27	7.91839345152
2013	108	40.3886476503
2011	49	25.6622192883
2006	71	30.5904250574
2014	83	28.2371940823
2007	63	5.73745190738
2015	107	29.8664233875
2011	102	20.7062966458
2009	7	100.365354169
2010	100	13.3589157932
2015	113	28.0574444835
2012	24	210.967906017
2007	83	20.4557895265
2015	78	41.8300034375
2007	73	25.6438961554
2013	69	16.4036857681
2009	120	7.72431965216
2014	102	26.0265588343
2011	60	22.8629882035
2007	24	168.168977668
2012	76	29.2518347647
2014	23	157.897704173
2015	63	11.8861460068
2010	32	68.7867872492
2009	75	16.409555955
2015	18	1384.72949194
2013	28	125.571886853
2011	33	120.85546051
2014	42	38.9607741482
2010	5	283.240674423
2006	41	16.0266377025
2007	5	253.510997957
2007	47	13.2357887613
2007	76	19.1028815851
